key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
#,Name,Description,Icon,MaxStacks,,Category,HitEffect,VFX,LockMovement,,LockActions,LockControl,Transfiguration,,CanDispel,InflictedByActor,IsPermanent,PartyListPriority,,,,,,,Log,IsFcBuff,Invisibility,,,
int32,str,str,Image,byte,byte,byte,StatusHitEffect,StatusLoopVFX,bit&01,bit&02,bit&04,bit&08,bit&10,bit&20,bit&40,bit&80,bit&01,byte,bit&02,bit&04,bit&08,int16,byte,bit&10,uint16,bit&20,bit&40,byte,byte,bit&80
0,"","",,0,0,0,"","",False,False,False,False,False,False,False,False,False,0,False,False,False,0,0,False,0,False,False,0,0,False
1,"Stein","Die Versteinerung des Körpers verhindert das Ausführen jeglicher Kommandos.","ui/icon/015000/015001.tex",0,1,2,"dk05ht_roc0t","dk10ht_roc0h",True,False,True,False,False,False,False,False,False,100,False,False,False,0,0,False,0,False,False,0,32,True
2,"Betäubung","Betäubte Sinne verhindern das Ausführen jeglicher Kommandos.","ui/icon/015000/015004.tex",0,1,2,"dk05ht_sta0h","dk10ht_sta0f",True,False,True,False,False,False,True,False,False,100,False,False,False,0,0,False,0,False,False,0,0,False
3,"Schlaf","Tiefschlaf verhindert das Ausführen jeglicher Kommandos.","ui/icon/015000/015013.tex",0,1,2,"dk05ht_slp0s","dk10ht_slp0h",True,False,True,False,False,False,True,False,False,100,False,False,False,0,0,False,0,False,False,0,3,True
4,"Benommenheit","Benommenheit verhindert das Ausführen jeglicher Kommandos. ","ui/icon/015000/015003.tex",0,1,2,"dk05ht_kztu0t","",True,False,True,False,False,False,False,False,False,100,False,False,False,0,0,False,0,False,False,0,0,False
5,"Amnesie","Talente können nicht eingesetzt werden.","ui/icon/015000/015015.tex",0,1,2,"dk05ht_ipab0t","",False,False,False,False,False,False,True,False,False,100,False,False,False,0,0,False,0,False,False,0,0,False
6,"Pacem","Waf<SoftHyphen/>fen<SoftHyphen/>fer<SoftHyphen/>tig<SoftHyphen/>kei<SoftHyphen/>ten können nicht eingesetzt werden.","ui/icon/015000/015017.tex",0,1,2,"dk05ht_ipws0t","",False,False,False,False,False,False,True,False,False,100,False,False,False,0,0,False,0,False,False,0,0,False
7,"Stumm","Zauber können nicht gewirkt werden.","ui/icon/015000/015005.tex",0,1,2,"dk05ht_slet0t","",False,False,False,False,False,False,True,False,False,100,False,False,False,0,0,False,0,False,False,0,22,False
8,"Hast","Die Intervalle zwischen Auto-Attacken und die (Re-)Ak<SoftHyphen/>ti<SoftHyphen/>vie<SoftHyphen/>rungs<SoftHyphen/>zei<SoftHyphen/>ten von Waf<SoftHyphen/>fen<SoftHyphen/>fer<SoftHyphen/>tig<SoftHyphen/>kei<SoftHyphen/>ten und Magie sind verkürzt.","ui/icon/015000/015008.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,1,False,False,False,-15,0,False,0,False,False,0,0,False
9,"Gemach","Die Intervalle zwischen Auto-Attacken und die (Re-)Ak<SoftHyphen/>ti<SoftHyphen/>vie<SoftHyphen/>rungs<SoftHyphen/>zei<SoftHyphen/>ten von Waf<SoftHyphen/>fen<SoftHyphen/>fer<SoftHyphen/>tig<SoftHyphen/>kei<SoftHyphen/>ten und Magie sind verlängert.","ui/icon/015000/015009.tex",0,1,2,"dk05ht_slow0t","",False,False,False,False,False,False,True,False,False,50,False,False,False,15,0,False,0,False,False,0,0,False
10,"Gemach","Allagische Systeme verlangsamen alle Handlungen. Die Intervalle zwischen Auto-Attacken und die 
(Re-)Ak<SoftHyphen/>ti<SoftHyphen/>vie<SoftHyphen/>rungs<SoftHyphen/>zei<SoftHyphen/>ten von Waf<SoftHyphen/>fen<SoftHyphen/>fer<SoftHyphen/>tig<SoftHyphen/>kei<SoftHyphen/>ten und Magie sind verlängert.","ui/icon/015000/015545.tex",0,1,2,"dk05ht_slow0t","",False,False,False,False,False,False,True,True,True,50,False,False,False,20,0,False,0,False,False,0,0,False
11,"Konfus","Greift völlig verwirrt die eigenen Kameraden an.","ui/icon/015000/015603.tex",0,1,2,"dk05th_stdn0t","",False,False,False,True,False,True,False,False,False,100,False,False,False,0,0,False,0,False,False,0,0,False
12,"Levitation","Schwebt einige Ilme über dem Boden.","ui/icon/015000/015037.tex",0,1,1,"dk05th_stup0t","levitate0f",False,False,False,False,False,False,False,True,True,1,False,False,False,0,0,False,0,False,False,0,0,False
13,"Fessel","Bewegungsunfähig.","ui/icon/015000/015003.tex",0,1,2,"dk05ht_bind0t","dk10ht_bind0h",True,False,False,False,False,False,True,False,False,100,False,False,False,0,0,False,0,False,False,0,0,False
14,"Gewicht","Be<SoftHyphen/>we<SoftHyphen/>gungs<SoftHyphen/>ge<SoftHyphen/>schwin<SoftHyphen/>dig<SoftHyphen/>keit ist verringert.","ui/icon/015000/015002.tex",0,1,2,"dk05ht_grv0h","dk10ht_grv0h",False,False,False,False,False,False,True,False,False,100,False,False,False,0,1,False,0,False,False,0,0,False
15,"Blind","Vorübergehende Blindheit senkt die Präzision.","ui/icon/015000/015012.tex",0,1,2,"dk05ht_dark0t","",False,False,False,False,False,False,True,False,False,50,False,False,False,-10,0,False,0,False,False,0,0,False
16,"","",,0,0,0,"","",False,False,False,False,False,False,False,False,False,0,False,False,False,0,0,False,0,False,False,0,0,False
17,"Paralyse","Paralysierte Nerven lassen Kommandos ab und zu aussetzen.","ui/icon/015000/015006.tex",0,1,2,"dk05ht_pal0h","",False,False,False,False,False,False,True,False,False,100,False,False,False,33,0,False,0,False,False,0,0,False
18,"Gift","Erleidet schrittweise Schaden durch Gift.","ui/icon/015000/015007.tex",0,1,2,"dk05ht_poi0s","",False,False,False,False,False,False,True,False,False,10,False,False,True,10,0,False,0,False,False,0,0,False
19,"Giftpollen","Giftige Pollen in deiner Lunge verursachen schrittweise Schaden.","ui/icon/015000/015517.tex",0,1,2,"dk05ht_poi0s","",False,False,False,False,False,False,False,True,True,10,False,False,True,100,0,False,0,False,False,0,0,False
