ID,ID_HEX,ClassJob,ClassJobCategory,Name
8,0008,0,0,Shot
10,000A,-1,0,Rampart
12,000C,-1,0,Convalescence
13,000D,-1,0,Awareness
18,0012,-1,0,Provoke
32,0020,-1,0,Foresight
33,0021,-1,0,Fracture
34,0022,-1,0,Bloodbath
36,0024,-1,0,Mercy Stroke
39,0027,-1,0,Brutal Swing
55,0037,-1,0,Featherfoot
57,0039,-1,0,Second Wind
58,003A,-1,0,Haymaker
68,0044,-1,0,Touch Of Death
76,004C,-1,0,Feint
77,004D,-1,0,Keen Flurry
80,0050,-1,0,Invigorate
82,0052,-1,0,Leg Sweep
89,0059,-1,0,Ring Of Thorns
91,005B,-1,0,Phlebotomize
93,005D,-1,0,Power Surge
99,0063,-1,0,Hawk's Eye
102,0066,-1,0,Flaming Arrow
104,0068,-1,0,Quelling Strikes
105,0069,-1,0,Swiftsong
108,006C,-1,0,Shadowbind
109,006D,-1,0,Blunt Arrow
111,006F,-1,0,Wide Volley
122,007A,-1,0,Cleric Stance
123,007B,-1,0,Protect
126,007E,-1,0,Esuna
129,0081,-1,0,Stoneskin
130,0082,-1,0,Shroud Of Saints
138,008A,-1,0,Divine Seal
143,008F,-1,0,Surecast
148,0094,-1,0,Thunder II
150,0096,-1,0,Swiftcast
151,0097,-1,0,Lethargy
160,00A0,-1,0,Apocatastasis
161,00A1,-1,0,Manawall
169,00A9,-1,0,Virus
175,00AF,-1,0,Eye For An Eye
183,00B7,-1,0,Spur
187,00BB,-1,0,Leeches
191,00BF,-1,0,Stoneskin II
196,00C4,-1,0,反撃効果
209,00D1,-1,0,Limit Break
307,0133,-1,0,Silence
308,0134,-1,0,Paralyze
309,0135,-1,0,Haste
310,0136,-1,0,Slow
311,0137,-1,0,Blaze Spikes
312,0138,-1,0,Ice Spikes
313,0139,-1,0,Shock Spikes
314,013A,-1,0,物理ストンスキン
315,013B,-1,0,魔法ストンスキン
316,013C,-1,0,Stoneskin
317,013D,-1,0,Foul Breath
318,013E,-1,0,Frost Breath
319,013F,-1,0,Hoofkick
320,0140,-1,0,Stampede
321,0141,-1,0,Big Horn
322,0142,-1,0,Stone Throw
323,0143,-1,0,Soil Smear
324,0144,-1,0,Greedy Grab
325,0145,-1,0,Thunderstrike
326,0146,-1,0,Thunderstorm
327,0147,-1,0,Sticky Web
328,0148,-1,0,Caustic Spray
329,0149,-1,0,Deadly Thrust
330,014A,-1,0,Deadly Thrust
331,014B,-1,0,Wing Cutter
332,014C,-1,0,Bloodcurdling Caw
333,014D,-1,0,Yolk Shower
334,014E,-1,0,Reckless Charge
335,014F,-1,0,Bristle
336,0150,-1,0,Bellowing Grunt
337,0151,-1,0,Self-destruct
338,0152,-1,0,Combustion
339,0153,-1,0,Deflagration
340,0154,-1,0,Mortify
341,0155,-1,0,Hell Slash
342,0156,-1,0,Soul Drain
343,0157,-1,0,Doom
344,0158,-1,0,Seedvolley
345,0159,-1,0,Sour Sough
346,015A,-1,0,Swift Sough
347,015B,-1,0,Sticky Tongue
348,015C,-1,0,Slimy Secretion
349,015D,-1,0,Languid Lap
350,015E,-1,0,Microblaster
351,015F,-1,0,Charged Whisker
352,0160,-1,0,Chaotic Eye
353,0161,-1,0,Blaster
354,0162,-1,0,Curiosity
355,0163,-1,0,Megablaster
356,0164,-1,0,Iron Justice
357,0165,-1,0,King's Will
358,0166,-1,0,Blade Of Suffering
359,0167,-1,0,Blade Of Absolution
360,0168,-1,0,Blade Of Repentance
361,0169,-1,0,Flat Blade
362,016A,-1,0,Mind Blast
363,016B,-1,0,Drain Touch
364,016C,-1,0,Acid Mist
365,016D,-1,0,Acid Mist
366,016E,-1,0,Acid Mist
367,016F,-1,0,Acid Mist
368,0170,-1,0,Mudslinger
369,0171,-1,0,Stone Throw
370,0172,-1,0,Bombardier
371,0173,-1,0,Infestation
372,0174,-1,0,Spoil
373,0175,-1,0,Somersault Slash
374,0176,-1,0,Nutshell
375,0177,-1,0,Nutshell
376,0178,-1,0,Nutshell
377,0179,-1,0,Scamper
378,017A,-1,0,Blood Drain
379,017B,-1,0,Ultrasonics
380,017C,-1,0,Ultrasonics
381,017D,-1,0,Aqueous Discharge
382,017E,-1,0,Viscous Discharge
383,017F,-1,0,Mucous Discharge
384,0180,-1,0,Agitation
385,0181,-1,0,Agitation
386,0182,-1,0,Agitation
387,0183,-1,0,Snap Jaw
388,0184,-1,0,Corrosive Spit
389,0185,-1,0,Corrosive Spit
390,0186,-1,0,Proboscis
391,0187,-1,0,Blood Drain
392,0188,-1,0,Blood Drain
393,0189,-1,0,Blinding Burst
394,018A,-1,0,Lulling Light
395,018B,-1,0,Limbs Of Lead
396,018C,-1,0,Hypha Whip
397,018D,-1,0,Queasy Cloud
398,018E,-1,0,Slumber Cloud
399,018F,-1,0,Romp
400,0190,-1,0,Jittering Jig
401,0191,-1,0,Frenetic Flurry
402,0192,-1,0,Haste
403,0193,-1,0,Fortis
404,0194,-1,0,Celeris
405,0195,-1,0,Bomb Toss
406,0196,-1,0,Bomb Toss
407,0197,-1,0,Firecracker Shower
408,0198,-1,0,Wild Rattle
409,0199,-1,0,Dripping Fang
410,019A,-1,0,Stone Gaze
411,019B,-1,0,Backflip
412,019C,-1,0,Tail Chase
413,019D,-1,0,Fireball
414,019E,-1,0,Bombination
415,019F,-1,0,Whipcrack
416,01A0,-1,0,Golden Tongue
417,01A1,-1,0,Tortoise Stomp
418,01A2,-1,0,Harden Shell
419,01A3,-1,0,Lateral Slash
420,01A4,-1,0,Whetstone
421,01A5,-1,0,Smite Of Rage
422,01A6,-1,0,Grand Slam
423,01A7,-1,0,Coming Storm
424,01A8,-1,0,Swift Gust
425,01A9,-1,0,Reflect
426,01AA,-1,0,Enfire
427,01AB,-1,0,Enblizzard
428,01AC,-1,0,Enaero
429,01AD,-1,0,Enstone
430,01AE,-1,0,Enthunder
431,01AF,-1,0,Enwater
432,01B0,-1,0,Drain
440,01B8,-1,0,Canopy
441,01B9,-1,0,Arboreal Storm
442,01BA,-1,0,Acorn Bomb
443,01BB,-1,0,Stone Skull
444,01BC,-1,0,Boulder Clap
445,01BD,-1,0,True Grit
446,01BE,-1,0,The Dragon's Breath
447,01BF,-1,0,登場
448,01C0,-1,0,Stagnant Spray
449,01C1,-1,0,Eerie Light
450,01C2,-1,0,Peculiar Light
451,01C3,-1,0,攻撃
452,01C4,-1,0,Sear
453,01C5,-1,0,Incinerate
454,01C6,-1,0,Vulcan Burst
455,01C7,-1,0,Eruption
456,01C8,-1,0,Radiant Plume
457,01C9,-1,0,Crimson Cyclone
458,01CA,-1,0,Hellfire
459,01CB,-1,0,イフリート：ジャンプ
460,01CC,-1,0,イフリート：着地
461,01CD,-1,0,イフリート：炎獄の楔召喚
462,01CE,-1,0,イフリート：角復活
463,01CF,-1,0,イフリート：怒りオン
464,01D0,-1,0,炎獄の楔：出現
465,01D1,-1,0,炎獄の楔：死亡
474,01DA,-1,0,Barbaric Surge
475,01DB,-1,0,Triple Threat
476,01DC,-1,0,Footwork
477,01DD,-1,0,Gut Rip
478,01DE,-1,0,Backhand Blow
479,01DF,-1,0,Rise And Fall
480,01E0,-1,0,Photosynthesis
481,01E1,-1,0,Photorespiration
482,01E2,-1,0,Plaincracker
483,01E3,-1,0,Rockslide
484,01E4,-1,0,Calcify
485,01E5,-1,0,汎用：詩人技：回避アップ歌
486,01E6,-1,0,汎用：詩人技：攻撃アップ歌
487,01E7,-1,0,汎用：詩人技：防御アップ歌
488,01E8,-1,0,Cold Caress
489,01E9,-1,0,Sweet Steel
490,01EA,-1,0,Devastate
491,01EB,-1,0,Infuriate
492,01EC,-1,0,Piercing Arrow
493,01ED,-1,0,汎用：巴術技：単体スロウ
494,01EE,-1,0,汎用：巴術技：単体防御DOWN
495,01EF,-1,0,Faze
496,01F0,-1,0,Sandslinger
497,01F1,-1,0,Body Slam
498,01F2,-1,0,Cold Gaze
499,01F3,-1,0,Stone Gaze
500,01F4,-1,0,Run Amok
501,01F5,-1,0,50 Needles
502,01F6,-1,0,100 Needles
503,01F7,-1,0,1000 Needles
504,01F8,-1,0,Hammer Beak
505,01F9,-1,0,Petribreath
506,01FA,-1,0,Numbing Breath
507,01FB,-1,0,Poison Breath
508,01FC,-1,0,Slumber Breath
509,01FD,-1,0,Howl
510,01FE,-1,0,Foul Bite
511,01FF,-1,0,Sanguine Bite
512,0200,-1,0,Cursed Gaze
513,0201,-1,0,Dread Gaze
514,0202,-1,0,Level 5 Petrify
515,0203,-1,0,Vulcanize
516,0204,-1,0,Shatter
517,0205,-1,0,Burning Cyclone
518,0206,-1,0,Levinshower
519,0207,-1,0,Levinfang
520,0208,-1,0,Head Butt
521,0209,-1,0,Seismic Scream
522,020A,-1,0,Lanolin
523,020B,-1,0,Trap Jaws
524,020C,-1,0,Acid Spray
525,020D,-1,0,Drill Cannons
526,020E,-1,0,Cermet Drill
527,020F,-1,0,Overcharge
528,0210,-1,0,Sand Breath
529,0211,-1,0,Sandstorm
530,0212,-1,0,Poison Breath
531,0213,-1,0,Earthbreak
532,0214,-1,0,Earthquake
533,0215,-1,0,Sand Pillar
534,0216,-1,0,Grand Sword
535,0217,-1,0,Grand Strike
536,0218,-1,0,Disruptor
537,0219,-1,0,Magitek Ray
538,021A,-1,0,Overheat
539,021B,-1,0,Exhaust
540,021C,-1,0,Magitek Field
541,021D,-1,0,Gnaw
542,021E,-1,0,Seaspray
543,021F,-1,0,Sandspray
544,0220,-1,0,Feeding Frenzy
545,0221,-1,0,Pulverizing Pound
546,0222,-1,0,Seismic Rift
547,0223,-1,0,Seismic Rift
548,0224,-1,0,Khoomii
549,0225,-1,0,Sonorous Blast
550,0226,-1,0,Encierro
551,0227,-1,0,Soil Coat
552,0228,-1,0,Spine Stream
553,0229,-1,0,Titan's Boon
554,022A,-1,0,Titan's Anger
555,022B,-1,0,Water Cannon
556,022C,-1,0,Hydroball
557,022D,-1,0,Lacerate
558,022E,-1,0,Salivous Snap
559,022F,-1,0,Dragon Breath
560,0230,-1,0,Granite Rain
561,0231,-1,0,Spinning Kick
562,0232,-1,0,Groundburst
563,0233,-1,0,Toxic Vomit
564,0234,-1,0,Touchdown
565,0235,-1,0,カラードラゴン：飛び立ち消滅
566,0236,-1,0,Bubble Shower
567,0237,-1,0,Big Scissors
568,0238,-1,0,Bubble Bath
569,0239,-1,0,Crab Dribble
570,023A,-1,0,Peck
571,023B,-1,0,Fowl Stench
